rowid,yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_unit,datavaluetypeid,data_value_type,data_value_footnote_symbol,data_value_footnote,stratificationcategory1,stratification1,stratificationcategory2,stratification2,geolocation,classid,topicid,questionid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,data_value,data_value_alt,low_confidence_limit,high_confidence_limit
BRFSS~2019~2019~59~Q42~TCC04~AGE~SEX,2019,2019,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,50-64 years,Sex,Male,,C06,TCC04,Q42,59,AGE,5064,SEX,MALE,44.2,44.2,40.8,47.6
BRFSS~2019~2019~48~Q42~TCC04~AGE~RACE,2019,2019,TX,Texas,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC04,Q42,48,AGE,AGE_OVERALL,RACE,BLK,56.1,56.1,36.0,74.4
BRFSS~2019~2019~49~Q42~TCC04~AGE~SEX,2019,2019,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,Sex,Female,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC04,Q42,49,AGE,5064,SEX,FEMALE,55.8,55.8,42.3,68.4
BRFSS~2019~2022~46~Q41~TCC03~AGE~SEX,2019,2022,SD,South Dakota,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,50-64 years,Sex,Female,"{'type': 'Point', 'coordinates': [-100.3735306369997, 44.353130053000484]}",C06,TCC03,Q41,46,AGE,5064,SEX,FEMALE,38.0,38.0,19.6,60.7
BRFSS~2019~2019~49~Q42~TCC04~AGE~RACE,2019,2019,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC04,Q42,49,AGE,65PLUS,RACE,WHT,40.8,40.8,32.9,49.2
BRFSS~2019~2022~53~Q31~TCC02~AGE~SEX,2019,2022,WA,Washington,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-120.47001078999972, 47.52227862900048]}",C06,TCC02,Q31,53,AGE,65PLUS,SEX,FEMALE,39.3,39.3,29.5,50.0
BRFSS~2019~2022~51~Q41~TCC03~AGE~RACE,2019,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC03,Q41,51,AGE,65PLUS,RACE,BLK,,,,
BRFSS~2019~2019~48~Q30~TCC01~AGE~RACE,2019,2019,TX,Texas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC01,Q30,48,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2019~2019~44~Q31~TCC02~AGE~RACE,2019,2019,RI,Rhode Island,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-71.52247031399963, 41.70828019300046]}",C06,TCC02,Q31,44,AGE,5064,RACE,HIS,,,,
BRFSS~2019~2022~48~Q42~TCC04~AGE~OVERALL,2019,2022,TX,Texas,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,,,"{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC04,Q42,48,AGE,65PLUS,OVERALL,OVERALL,36.3,36.3,31.0,41.9
BRFSS~2019~2022~49~Q42~TCC04~AGE~SEX,2019,2022,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Female,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC04,Q42,49,AGE,AGE_OVERALL,SEX,FEMALE,51.7,51.7,45.3,58.1
BRFSS~2019~2019~51~Q42~TCC04~AGE~SEX,2019,2019,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Female,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,AGE_OVERALL,SEX,FEMALE,54.7,54.7,47.4,61.8
BRFSS~2019~2019~45~Q30~TCC01~AGE~OVERALL,2019,2019,SC,South Carolina,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-81.04537120699968, 33.998821303000454]}",C06,TCC01,Q30,45,AGE,5064,OVERALL,OVERALL,11.9,11.9,10.1,14.1
BRFSS~2019~2022~42~Q30~TCC01~AGE~RACE,2019,2022,PA,Pennsylvania,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-77.86070029399963, 40.79373015200048]}",C06,TCC01,Q30,42,AGE,65PLUS,RACE,ASN,,,,
BRFSS~2019~2019~48~Q42~TCC04~AGE~RACE,2019,2019,TX,Texas,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC04,Q42,48,AGE,5064,RACE,BLK,,,,
BRFSS~2019~2022~72~Q41~TCC03~AGE~RACE,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-66.590149, 18.220833]}",C06,TCC03,Q41,72,AGE,65PLUS,RACE,HIS,,,,
BRFSS~2019~2019~48~Q41~TCC03~AGE~RACE,2019,2019,TX,Texas,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC03,Q41,48,AGE,65PLUS,RACE,BLK,,,,
BRFSS~2019~2022~47~Q31~TCC02~AGE~OVERALL,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC02,Q31,47,AGE,5064,OVERALL,OVERALL,56.1,56.1,49.4,62.6
BRFSS~2019~2022~46~Q30~TCC01~AGE~OVERALL,2019,2022,SD,South Dakota,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-100.3735306369997, 44.353130053000484]}",C06,TCC01,Q30,46,AGE,5064,OVERALL,OVERALL,8.1,8.1,6.1,10.9
BRFSS~2019~2022~53~Q42~TCC04~AGE~RACE,2019,2022,WA,Washington,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-120.47001078999972, 47.52227862900048]}",C06,TCC04,Q42,53,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2019~2022~47~Q30~TCC01~AGE~RACE,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC01,Q30,47,AGE,65PLUS,RACE,WHT,13.7,13.7,12.1,15.6
BRFSS~2019~2019~59~Q42~TCC04~AGE~RACE,2019,2019,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC04,Q42,59,AGE,AGE_OVERALL,RACE,BLK,50.6,50.6,45.6,55.6
BRFSS~2019~2022~49~Q42~TCC04~AGE~RACE,2019,2022,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC04,Q42,49,AGE,5064,RACE,ASN,,,,
BRFSS~2019~2019~51~Q42~TCC04~AGE~RACE,2019,2019,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,65PLUS,RACE,NAA,,,,
BRFSS~2019~2019~44~Q31~TCC02~AGE~RACE,2019,2019,RI,Rhode Island,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-71.52247031399963, 41.70828019300046]}",C06,TCC02,Q31,44,AGE,65PLUS,RACE,BLK,,,,
BRFSS~2019~2022~59~Q41~TCC03~AGE~RACE,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC03,Q41,59,AGE,65PLUS,RACE,HIS,54.1,54.1,45.1,62.9
BRFSS~2019~2019~47~Q30~TCC01~AGE~RACE,2019,2019,TN,Tennessee,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC01,Q30,47,AGE,AGE_OVERALL,RACE,NAA,,,,
