Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2022,VA,Virginia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.2,7.3,11.6,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,14.1,12.3,16.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.3,24.3,34.9,Age Group,Overall,,,Percentage of older adults who reported that as a result of subjective cognitive...
2022,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,31.1,24.6,38.6,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2022,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,29.5,23.2,36.7,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.8,7.5,15.3,Age Group,50-64 years,Race/Ethnicity,Hispanic,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,26.0,21.8,30.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2022,VA,Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,49.0,31.1,67.1,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2022,WI,Wisconsin,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,18.5,14.0,24.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2022,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,18.2,2.7,64.2,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2022,VT,Vermont,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,61.7,52.8,69.9,Age Group,50-64 years,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2022,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,7.5,2.1,23.9,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,VA,Virginia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,40.3,33.2,47.9,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WI,Wisconsin,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,26.9,20.6,34.4,Age Group,Overall,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2022,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,93.2,59.6,99.2,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,Percentage of older adults who reported that as a result of subjective cognitive...
2022,WI,Wisconsin,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,39.4,31.9,47.6,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,0.4,0.0,3.3,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported that as a result of subjective cognitive...
2022,WI,Wisconsin,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,43.1,37.8,48.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2022,VA,Virginia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,28.8,22.9,35.6,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2022,VT,Vermont,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.1,9.0,13.6,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2022,VT,Vermont,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.6,8.5,10.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2022,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.3,4.8,17.0,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
